threshold,tp,fp,tn,fn,n_alerts,alerts_per_day,precision,recall,specificity,f1,accuracy,kappa,split
0.029,5282,641344,687457,68,646626,1190.8397790055249,0.008168554929743005,0.9872897196261682,0.5173513565989188,0.016203050419033832,0.5192358286280938,0.00831491922422225,test
0.03,5279,634069,694732,71,639348,1177.4364640883978,0.008256849165086932,0.9867289719626168,0.5228262170181991,0.016376660079603162,0.5246864860124528,0.008490663438731463,test
0.031,5274,627108,701693,76,632382,1164.6077348066299,0.00833989582246174,0.9857943925233645,0.5280647741836437,0.01653986314000238,0.5299002886479867,0.00865590140960734,test
0.032,5268,620236,708565,82,625504,1151.9410681399631,0.008422008492351767,0.9846728971962617,0.5332363536752305,0.016701170159815107,0.5350466326525258,0.008819234461804328,test
0.033,5265,613722,715079,85,618987,1139.9392265193371,0.008505832917331058,0.9841121495327103,0.5381385173551194,0.01686589133753085,0.5399268898348089,0.008985985230626365,test
0.034,5258,607379,721422,92,612637,1128.2449355432782,0.008582570102687235,0.982803738317757,0.5429119935942252,0.01701653918286307,0.5446759774568246,0.009138545854337786,test
0.035,5250,601149,727652,100,606399,1116.756906077348,0.008657665992193258,0.9813084112149533,0.5476004307642754,0.017163902188642725,0.5493396174795806,0.009287796914613145,test
0.036,5244,595184,733617,106,600428,1105.7605893186003,0.008733769910796964,0.9801869158878505,0.5520894400290186,0.017313273179283502,0.5538061283917638,0.009439055216376979,test
0.037,5238,589557,739244,112,594795,1095.3867403314916,0.008806395480795905,0.9790654205607476,0.5563240846447286,0.01745578151946613,0.5580192946675451,0.009583369191224605,test
0.038,5232,584178,744623,118,589410,1085.4696132596684,0.008876673283452945,0.9779439252336448,0.5603720948433965,0.017593651220660433,0.5620465749379193,0.009722989706218304,test
0.039,5228,578913,749888,122,584141,1075.7661141804788,0.008949893946838178,0.9771962616822429,0.5643343134148755,0.017737336108608955,0.5659899066897225,0.009868469318814795,test
0.04,5228,573870,754931,122,579098,1066.4788213627992,0.009027832940193197,0.9771962616822429,0.5681294640807766,0.017890385457731056,0.56976983864645,0.010023371481962931,test
